WBSID,Nhóm,Thể Loại,Chiểu Sâu,Phiên Bản,Outline,Sort Helper,Title (WBS),STT,Level 1,Level 2,Level 3,"STT
Hoa Nghiêm","STT
Thủ Nhãn","STT
Tứ Liên Hoa","STT
Ngũ Tự","STT
Lục Tý","STT
10 Pháp Bảo","STT
Bảo Loa","STT
6-2-6-2","STT
Advanced","STT
GALAMI1","STT
GALAMI2","STT-GALAMI
","STT
LHBDT",A.3/3/3,A.4/3/3,A.5/3/3,A.5/5/5,A.Thường Trụ Bất Biến,A.Lục Tý,A.Ending,A.LHBDT,A.6/2/6/2,Nhó,C1 Tên CTT,C5 Thủ Nhãn-Tên,C2 Tên Dài CTT,C3 Giảng Giải CTT,C4 Siddham Code,C4 Siddham Unicode,C4 CTT-Image,C5 Dharma Object Name,C6 Pháp Bảo-Image,A1 Sự,A2 Lý,A3 Khai Dẫn,A4 Hành,A4 Hành A,A4 Hành B,A5 Trung Dẫn,A6 Chú Khởi Động,A8 Lời Khẳng Định,A9 Kết Dẫn,B1 Ritual,B2 Meaning,B3 Opening Instruction,B4 Action A,B4 Action B,B6 Activator,B7 Closing Íntruction,B8 Confirmation Statement,C4 CTT Link,C4 CTT-URL,C6 Pháp Bảo Link,C6 Pháp Bảo-URL,D1 Audio Link,D2 Video Bài Giảng,D3 Bài Giảng
42.5,42,5,0,0,2,42.05.00.00,        42.5 - Kiến tạo Từ Trường,B121,B,A,9,,,,,,,,,,,,,,,,,,,,,,,05,NA,Bạt Chiết La,Đắc Vô Y Vô Thượng,"nghĩa là chứng ngộ (Chân Tâm) tối cao, không còn nương tựa vào đâu nữa.",𑖞 - siddham letter tha (u+1159E) copy and paste - Unicode® symbol,𑖞,,Blue Lotus,,Kiến tạo Từ Trường,,Và Bạch LH ở dưới ,,"Li Tô Duin <br>
Om, Chư Li Chư Li, <br>
Qua Zư La, <br>
Bu La Pan Tô, <br>
Hum Pan Cha","Li To Yun <br>
Om, Jr Li Jr Li, <br>
Wa Dz La, <br>
Bu La Pan To, <br>
Hum Pan Ja","Cánh hoa sen, dưới, mở ra tạo dòng năng lượng torus đi xuống.
The laser beam bends into the Torus. Cho tia laser chạy rồi thì mới trì chú để cho đường quang minh của cái tia laser đi vòng theo cánh hoa thành cái Torus. Và chỉ quán đường Torus, không quán chủng tử tự.",,,"Cánh hoa sen, dưới, mở ra tạo dòng năng lượng torus đi xuống.
The laser beam bends into the Torus. Cho tia laser chạy rồi thì mới trì chú để cho đường quang minh của cái tia laser đi vòng theo cánh hoa thành cái Torus. br>
Và chỉ quán đường Torus, không quán chủng tử tự.",,,,,,,,,https://drive.google.com/file/d/1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr,https://drive.google.com/file/d/1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo,,,
42.5,42,5,0,0,2,42.05.00.00,        42.5 - Chuyển hóa Nghiệp Lực,B122,B,A,10,,,,,,,,,,,,,,,,,,,,,,,05,NA,Bạt Chiết La,Đắc Vô Y Vô Thượng,"nghĩa là chứng ngộ (Chân Tâm) tối cao, không còn nương tựa vào đâu nữa.",𑖡 - siddham letter na (u+115A1) copy and paste - Unicode® symbol,𑖡,,Vajra,,Chuyển hóa Nghiệp Lực,Quán tưởng tử trường để chuyển hóa từ trường nghiệp lực.,"Cầm Bạt Chiết La thẳng đứng bằng bàn tay Trái.<br>
Quán tưởng từ trường Bạch chạy từ dưới lên và ra ngoài BBBN và rộng ra nữa
.",,"Chê Chi La, Ơ Si Tô Dê <br>
Om, Ni Bi Ni Bi, <br>
Ni Ba Dê, <br>
Mô Hô Shư Li Dê, <br>
Sô Pô Hô (12x)","Je Ji La E Syi To Ye <br>
Om, Ni Bi Ni Bi,<br>
Ni Ba Ye,<br>
Mo He Shr Li Ye,<br>
So Po He (12x)",,"Om, Suksma Vajra (3x)",,Mình phải ngồi nghĩ vài phút cái từ trường Chân Như nó chạy ra sao. Nhờ quán như vậy mà từ trường nghiệp chướng của mình thay đổi được.,,,Visualize the Torus.,,,"Om, Suksma Vajra (3x)","Now visualize the torus, going down from the top of the head and turn around. Let it transform your habitual energy.",,https://drive.google.com/file/d/1VCRvyGeM8mdbMNSrtYeT505zPJzT22Xe/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VCRvyGeM8mdbMNSrtYeT505zPJzT22Xe,https://drive.google.com/file/d/1U6pAtTRhW2RL-jFWTpkZYqlzXh7PXQ5V/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1U6pAtTRhW2RL-jFWTpkZYqlzXh7PXQ5V,,,
42.5,42,5,0,0,2,42.05.00.00,        42.5 - Kiến tạo Từ Trường,B123,B,A,11,,,,,,,,,,,,,,,,,,,,,,,05,NA,Bạt Chiết La,Đắc Vô Y Vô Thượng,"nghĩa là chứng ngộ (Chân Tâm) tối cao, không còn nương tựa vào đâu nữa.",𑖞 - siddham letter tha (u+1159E) copy and paste - Unicode® symbol,𑖞,,Blue Lotus,,Kiến tạo Từ Trường,,"Flip the vajra holding on the right hand<br>
Quán Tía LH ở phía dưới",,"Li Tô Duin <br>
Om, Chư Li Chư Li, <br>
Qua Zư La, <br>
Bu La Pan Tô, <br>
Hum Pan Cha","Li To Yun <br>
Om, Jr Li Jr Li, <br>
Wa Dz La, <br>
Bu La Pan To, <br>
Hum Pan Ja",Mở Tía Liên Hoa ở phía dưới,,,,,,,,,,,,https://drive.google.com/file/d/1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr,https://drive.google.com/file/d/1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo,,,
42.5,42,5,0,0,2,42.05.00.00,        42.5 - Kiến tạo Từ Trường,B124,B,A,12,,,,,,,,,,,,,,,,,,,,,,,05,NA,Bạt Chiết La,Đắc Vô Y Vô Thượng,"nghĩa là chứng ngộ (Chân Tâm) tối cao, không còn nương tựa vào đâu nữa.",𑖞 - siddham letter tha (u+1159E) copy and paste - Unicode® symbol,𑖞,,Blue Lotus,,Kiến tạo Từ Trường,,Và Tía LH ở trên,,"Li Tô Duin <br>
Om, Chư Li Chư Li, <br>
Qua Zư La, <br>
Bu La Pan Tô, <br>
Hum Pan Cha","Li To Yun <br>
Om, Jr Li Jr Li, <br>
Wa Dz La, <br>
Bu La Pan To, <br>
Hum Pan Ja","Cánh hoa sen, dưới, mở ra tạo dòng năng lượng torus đi xuống.
The laser beam bends into the Torus. Cho tia laser chạy rồi thì mới trì chú để cho đường quang minh của cái tia laser đi vòng theo cánh hoa thành cái Torus. Và chỉ quán đường Torus, không quán chủng tử tự.",,,"Cánh hoa sen, dưới, mở ra tạo dòng năng lượng torus đi xuống.
The laser beam bends into the Torus. Cho tia laser chạy rồi thì mới trì chú để cho đường quang minh của cái tia laser đi vòng theo cánh hoa thành cái Torus. br>
Và chỉ quán đường Torus, không quán chủng tử tự.",,,,,,,,,https://drive.google.com/file/d/1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr,https://drive.google.com/file/d/1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo,,,
42.5,42,5,0,0,2,42.05.00.00,        42.5 - Chuyển hóa Nghiệp Lực,B125,B,A,13,,,,,,,,,,,,,,,,,,,,,,,05,NA,Bạt Chiết La,Đắc Vô Y Vô Thượng,"nghĩa là chứng ngộ (Chân Tâm) tối cao, không còn nương tựa vào đâu nữa.",𑖡 - siddham letter na (u+115A1) copy and paste - Unicode® symbol,𑖡,,Vajra,,Chuyển hóa Nghiệp Lực,Quán tưởng tử trường để chuyển hóa từ trường nghiệp lực.,"Cầm Bạt Chiết La thẳng đứng bằng bàn tay Trái.<br>
Quán tưởng từ trường  chạy từ trên xuống và ra ngoài BBBN.",,"Chê Chi La, Ơ Si Tô Dê <br>
Om, Ni Bi Ni Bi, <br>
Ni Ba Dê, <br>
Mô Hô Shư Li Dê, <br>
Sô Pô Hô (12x)","Je Ji La E Syi To Ye <br>
Om, Ni Bi Ni Bi,<br>
Ni Ba Ye,<br>
Mo He Shr Li Ye,<br>
So Po He (12x)",,"Om, Suksma Vajra (3x)",,Mình phải ngồi nghĩ vài phút cái từ trường Chân Như nó chạy ra sao. Nhờ quán như vậy mà từ trường nghiệp chướng của mình thay đổi được.,,,Visualize the Torus.,,,"Om, Suksma Vajra (3x)","Now visualize the torus, going down from the top of the head and turn around. Let it transform your habitual energy.",,https://drive.google.com/file/d/1VCRvyGeM8mdbMNSrtYeT505zPJzT22Xe/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VCRvyGeM8mdbMNSrtYeT505zPJzT22Xe,https://drive.google.com/file/d/1U6pAtTRhW2RL-jFWTpkZYqlzXh7PXQ5V/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1U6pAtTRhW2RL-jFWTpkZYqlzXh7PXQ5V,,,
42.5.4,42,5,4,0,3,42.05.04.00,            42.5.4 - Tu Liên Hoa Bồ Đề Tâm,B125,B,A,13,,,,,,,,,,,,,,,,,,X06,,,,B6,05,NA,Bạt Chiết La,Đắc Vô Y Vô Thượng,"nghĩa là chứng ngộ (Chân Tâm) tối cao, không còn nương tựa vào đâu nữa.",𑖡 - siddham letter na (u+115A1) copy and paste - Unicode® symbol,𑖡,,Vajra,,Tu Liên Hoa Bồ Đề Tâm,Quán tưởng tử trường để chuyển hóa từ trường nghiệp lực.,"Cầm Bạt Chiết La thẳng đứng bằng bàn tay Trái.<br>
Quán tưởng từ trường  chạy từ trên xuống và ra ngoài BBBN.",,"Chê Chi La, Ơ Si Tô Dê <br>
Om, Ni Bi Ni Bi, <br>
Ni Ba Dê, <br>
Mô Hô Shư Li Dê, <br>
Sô Pô Hô (12x)","Je Ji La E Syi To Ye <br>
Om, Ni Bi Ni Bi,<br>
Ni Ba Ye,<br>
Mo He Shr Li Ye,<br>
So Po He (12x)",,"Om, Suksma Vajra (3x)",,Mình phải ngồi nghĩ vài phút cái từ trường Chân Như nó chạy ra sao. Nhờ quán như vậy mà từ trường nghiệp chướng của mình thay đổi được.,,,Visualize the Torus.,,,"Om, Suksma Vajra (3x)","Now visualize the torus, going down from the top of the head and turn around. Let it transform your habitual energy.",,https://drive.google.com/file/d/1VCRvyGeM8mdbMNSrtYeT505zPJzT22Xe/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VCRvyGeM8mdbMNSrtYeT505zPJzT22Xe,https://drive.google.com/file/d/1U6pAtTRhW2RL-jFWTpkZYqlzXh7PXQ5V/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1U6pAtTRhW2RL-jFWTpkZYqlzXh7PXQ5V,,,
42.6,42,6,0,0,2,42.06.00.00,"        42.6 - Liên Hoa Bồ Đề Tâm<br>
 CTT LA 𑖩 ở 4 Vị Trí",A041,L,A,1,,,,,,,,,X01,,,,,,,,,,,,,A1,06,LA,Kim Cang Chử,Ly Y Chỉ Vô Cấu,"nghĩa là rời mọi chỗ nương tựa, rời mọi cấu bẩn.",𑖩 - siddham letter la (u+115A9) copy and paste - Unicode® symbol,𑖩,,Vajra Pestle,,"Liên Hoa Bồ Đề Tâm<br>
 CTT LA 𑖩 ở 4 Vị Trí",,"Quán tưởng CTT LA 𑖩 ở 4 vị trí:<br>
Trước - Trái - Sau - Phải.  Trì chú ở 4 vị trí.",,"Sô La, Sô La<br>
Om, Qua Zư La Chư Ning, <br>
Bô La Ni Bô Đô Dê, <br>
Sô Pô Hô ","So La, So La
Om, Wa Dz La Jr Ning,
Bo La Ni Bo Do Ye,
So Po He",,,,,,,,,,,,,https://drive.google.com/file/d/1dQl059XaiEYRowFh684rYVWKPJPhAx-c/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1dQl059XaiEYRowFh684rYVWKPJPhAx-c,https://drive.google.com/file/d/1XDD7lB45isk0JtVIZLMNgR9wC6gMfTrr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1XDD7lB45isk0JtVIZLMNgR9wC6gMfTrr,,,
42.6,42,6,0,0,2,42.06.00.00,        42.6 - Tu Nguyện Thành Tựu,B126,A,A,1,E06,E06,,,,E18,,,E12,E18,,E18,,,,,,,,,,,06,LA,Kim Cang Chử,Ly Y Chỉ Vô Cấu,"nghĩa là rời mọi chỗ nương tựa, rời mọi cấu bẩn.",𑖩 - siddham letter la (u+115A9) copy and paste - Unicode® symbol,𑖩,,Vajra Pestle,,Tu Nguyện Thành Tựu,,"Tay phải cầm Kim Cang Chử,<br>
Tay trái Kim Cang quyền<br>
Đức Phật nhìn vô thân.",,"Sô La, Sô La (5x) <br>
Om, Qua Zư La Chư Ning, <br>
Bô La Ni Bô Đô Dê, <br>
Sô Pô Hô (5x) ","So La, So La (5x) <br>
Om, Wa Dz La Jr Ning, <br>
Bo La Ni Bo Do Ye, <br>
So Po He (5x)",,"Om, Suksma Vajra (3x)","Tôi là cột trụ Quang Minh.  <br>
Nguyện thành tựu Bất Nhị Môn <br>
để chuyển hóa tất cả các sát nghiệp. <br>
 ",,,,,,,"Om, Suksma Vajra (3x)",,I am the column of light. I vow to realize the Door of Non-duality to transform all killing karma.,https://drive.google.com/file/d/1dQl059XaiEYRowFh684rYVWKPJPhAx-c/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1dQl059XaiEYRowFh684rYVWKPJPhAx-c,https://drive.google.com/file/d/1XDD7lB45isk0JtVIZLMNgR9wC6gMfTrr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1XDD7lB45isk0JtVIZLMNgR9wC6gMfTrr,,,"For any of you who face difficulties right now, you should cultivate a little bit more because
this, energy of Suchness will transform your fear, your anxiety, your worries and specially all
the karmic and entanglements that you have. It helps to clear your mind, your body then you
can make the right decision, so it's a very good practice.
Các bác nào, specifically, khó khăn trong tâm thức của mình. Nhiều khi mình bị anxiety attack,
mình có nhiều sợ hãi, lo lắng, bồn chồn, khó khăn. Đang đối diện với nhiều chuyện mà mình
không biết mình phải làm gì, thì đó là nghiệp chướng hiện tiền. Với nghiệp chướng hiện tiền thì
cái hay nhất, mau nhất là lấy thời gian để trì chú Bạt Chiết La này. Mình ngồi quán từ trường
đó. Mình vừa quán vừa trì: Je Ji La E Syi To Ye -- Oṃ, Ni Bi, Ni Bi, Ni Ba Ye - Mo He Shr Li Ye
- So Po He thì cái mind của mình từ từ nó settle. Từ trường lan tỏa từ trên đi xuống thì tâm
mình từ từ lắng xuống. Lắng xuống rồi thì nghiệp chướng đang đeo đuổi mình bị đứt đoạn đi.
Những làn sóng nghiệp tới, nó ngừng lại. Ngừng lại thì mình clear ra, mình sẽ thấy con đường
đi của mình rõ hơn."
42.6,42,6,0,0,2,42.06.00.00,        42.6 - Tu Nguyện Thành Tựu,B127,B,A,1,,,,,,E19,,,E13,E19,,E19,,,,,,,,,,,06,LA,Kim Cang Chử,Ly Y Chỉ Vô Cấu,"nghĩa là rời mọi chỗ nương tựa, rời mọi cấu bẩn.",𑖩 - siddham letter la (u+115A9) copy and paste - Unicode® symbol,𑖩,,Vajra Pestle,,Tu Nguyện Thành Tựu,,"Tay trái cầm Kim Cang Chử.<br>
Tay phải Kim Cang quyền<br>
Đức Phật nhìn phía trước.",,"Sô La, Sô La (5x) <br>
Om, Qua Zư La Chư Ning, <br>
Bô La Ni Bô Đô Dê, <br>
Sô Pô Hô (5x) ","So La, So La (5x) <br>
Om, Wa Dz La Jr Ning, <br>
Bo La Ni Bo Do Ye, <br>
So Po He (5x)",,"Om, Suksma Vajra (3x)","Nguyện thành tựu con đường <br>
Xuất Tục, Nhập Thế, Ly Thế Gian, Nhập Pháp Giới, viên dung vô ngại.",,,,,,,"Om, Suksma Vajra (3x)",,"I vow to accomplish the path of Transcending Worldliness and Engaging with the World, leaving the World behind and Entering the Dharmadhatu.  May this path be perfect and unobstructed. ",https://drive.google.com/file/d/1dQl059XaiEYRowFh684rYVWKPJPhAx-c/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1dQl059XaiEYRowFh684rYVWKPJPhAx-c,https://drive.google.com/file/d/1XDD7lB45isk0JtVIZLMNgR9wC6gMfTrr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1XDD7lB45isk0JtVIZLMNgR9wC6gMfTrr,,,
42.6,42,6,0,0,2,42.06.00.00,        42.6 - Tu Nguyện Thành Tựu,B128,B,A,1,,,,,,E20,,,,E20,,E20,,,,,,,,,,,06,LA,Kim Cang Chử,Ly Y Chỉ Vô Cấu,"nghĩa là rời mọi chỗ nương tựa, rời mọi cấu bẩn.",𑖩 - siddham letter la (u+115A9) copy and paste - Unicode® symbol,𑖩,,Vajra Pestle,,Tu Nguyện Thành Tựu,,Tay trái cầm Kim Cang Chử thẳng đứng và trì chú.<br>,,"Sô La, Sô La <br>
Om, Qua Zư La Chư Ning, <br>
Bô La Ni Bô Đô Dê, <br>
Sô Pô Hô (10x) ","So La, So La <br>
Om, Wa Dz La Jr Ning, <br>
Bo La Ni Bo Do Ye, <br>
So Po He (10x)","Tay phải xã ấn, đặt lòng bàn tay dưới Kim Cang Chử, và từ từ nâng lên qua đầu.","Om, Suksma Vajra (3x)",,,,,,,,"Om, Suksma Vajra (3x)",,,https://drive.google.com/file/d/1dQl059XaiEYRowFh684rYVWKPJPhAx-c/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1dQl059XaiEYRowFh684rYVWKPJPhAx-c,https://drive.google.com/file/d/1XDD7lB45isk0JtVIZLMNgR9wC6gMfTrr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1XDD7lB45isk0JtVIZLMNgR9wC6gMfTrr,,,
42.7,42,7,0,0,2,42.07.00.00,        42.7 - Tu Nguyện Thành Tựu,B129,A,A,1,E07,E07,,,E04,,,,E30,E34,,E34,,,,,,,,,,,07,DA,Thí Vô Úy ,Bất Thối Chuyển Phương Tiện,nghĩa là được phương tiện (tiến đạo) không còn thối chuyển (trên đường giác ngộ).,𑖟 - siddham letter da (u+1159F) copy and paste - Unicode® symbol,𑖟,,Bestowing Fearlessness ,,Tu Nguyện Thành Tựu,"Tay Buông Đi, Mắt Thấy Tánh",Tay Vô Úy,,"Nô La Chin Chư Pan Chê La Dê (5x) <br>
Om, Zư La Nan Dê <br>
Hum Pan Cha (5x)","No La Jin Jr Pan Jye La Ye (5x) <br>
Om, Dz La Nan Ye <br>
Hum Pan Ja (5x)",,,"Tôi Vô úy
và nguyện thành tựu Thiền định Ba La Mật.",,,"Hand Letting Go, Eyes Seeing True Nature",Fearlessness Hand Position,,,,,I am fearless,https://drive.google.com/file/d/1s--EJFR7cBk1j4MDT-lAH-sIg8c141ML/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1s--EJFR7cBk1j4MDT-lAH-sIg8c141ML,https://drive.google.com/file/d/10GcXK27WtkrFreeXMguTNhWoDP2LtPk-/view?usp=drive_link,https://drive.google.com/uc?export=download&id=10GcXK27WtkrFreeXMguTNhWoDP2LtPk-,,,
42.7,42,7,0,0,2,42.07.00.00,        42.7 - Tu bản thể Pháp Bảo,B130,A,A,2,,,,,E05,,,,E31,E35,,E35,,,,,,,,,,,07,DA,Thí Vô Úy,Bất Thối Chuyển Phương Tiện,nghĩa là được phương tiện (tiến đạo) không còn thối chuyển (trên đường giác ngộ).,𑖟 - siddham letter da (u+1159F) copy and paste - Unicode® symbol,𑖟,,Bestowing Fearlessness,,Tu bản thể Pháp Bảo,,Tay Tiếp Dẫn,,"Nô La Chin Chư Pan Chê La Dê (5x) <br>
Om, Zư La Nan Dê <br>
Hum Pan Cha (5x)","No La Jin Jr Pan Jye La Ye (5x) <br>
Om, Dz La Nan Ye <br>
Hum Pan Ja (5x)",,,Tôi mang niềm vui và sự lành trị tới mọi con tim.,,,,Guiding Hand Position,,,,,I bring joy and healing to every heart.,https://drive.google.com/file/d/1s--EJFR7cBk1j4MDT-lAH-sIg8c141ML/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1s--EJFR7cBk1j4MDT-lAH-sIg8c141ML,https://drive.google.com/file/d/10GcXK27WtkrFreeXMguTNhWoDP2LtPk-/view?usp=drive_link,https://drive.google.com/uc?export=download&id=10GcXK27WtkrFreeXMguTNhWoDP2LtPk-,,,
42.7.4,42,7,4,0,3,42.07.04.00,            42.7.4 - Tu Liên Hoa Bồ Đề Tâm,A064,L,A,24,,,,,,,,,X24,,,,,,,,,,,,,,07,DA,Thí Vô Úy ,Bất Thối Chuyển Phương Tiện,nghĩa là được phương tiện (tiến đạo) không còn thối chuyển (trên đường giác ngộ).,𑖟 - siddham letter da (u+1159F) copy and paste - Unicode® symbol,𑖟,,Bestowing Fearlessness ,,Tu Liên Hoa Bồ Đề Tâm,,,,"Nô La Chin Chư Pan Chê La Dê<br>
Om, Zư La Nan Dê <br>
Hum Pan Cha","No La Jin Jr Pan Jye La Ye
Om, Dz La Nan Ye
Hum Pan Ja",,,,,,,,,,,,,https://drive.google.com/file/d/1s--EJFR7cBk1j4MDT-lAH-sIg8c141ML/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1s--EJFR7cBk1j4MDT-lAH-sIg8c141ML,https://drive.google.com/file/d/10GcXK27WtkrFreeXMguTNhWoDP2LtPk-/view?usp=drive_link,https://drive.google.com/uc?export=download&id=10GcXK27WtkrFreeXMguTNhWoDP2LtPk-,,,
42.8,42,8,0,0,2,42.08.00.00,        42.8 - Tu Nguyện Thành Tựu,B131,A,A,1,E08,E08,,,E08,,,,E34,E38,E08,E38,,,,,,,,,,,08,BA,Nhật Tinh Mani,Kim Cang Trường,nghĩa là từ trường bất hoại (tức là sức mạnh của Chân Tâm).,𑖤 - siddham letter ba (u+115A4) copy and paste - Unicode® symbol,𑖤,,Sun Essence Mani ,,Tu Nguyện Thành Tựu,"Tay Gở Rối, Mắt Thấy Suốt","Ngón trỏ, ngón cái tay Trái, cầm Nhật Tinh Mani",,"Shư Fô La Dê (5x) <br>
Om, Đu Bi Cha Đê Đu Bi, <br>
Bô La Qua Li Ning, <br>
Sô Pô Hô (5x)","Shr Fo La Ye (5x) <br>
Om, Du Bi Jya Ye Du Bi, <br>
Bo La Wa Li Ning <br>
So Po He. (5x)",,,"Tôi là trí tuệ Bát Nhã, <br>
sự hiểu biết và trưởng thành <br>
để giải mở hết tất cả gút thắt.",,,"Hand Untying Knots, Eyes Seeing Through",Left index and thumb holding Sun Essence Mani,,,,,"I am the Prajna wisdom, the knowledge and maturity to untie all emotional knots.",https://drive.google.com/file/d/1HhKGBq4Y0qDAe5JtVZQj-ieDro4XGKmx/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1HhKGBq4Y0qDAe5JtVZQj-ieDro4XGKmx,https://drive.google.com/file/d/1EAEONUW5SJ-zYRI_a4eQd-Nz9o_h2C8k/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1EAEONUW5SJ-zYRI_a4eQd-Nz9o_h2C8k,,,
42.8,42,8,0,0,2,42.08.00.00,        42.8 - Nhật Quang Bồ Tát,B132,K,A,1,,,,,,,,,,,,,,,,,,,,,,,08,BA,Nhật Quang Bồ Tát,Kim Cang Trường,nghĩa là từ trường bất hoại (tức là sức mạnh của Chân Tâm).,𑖤 - siddham letter ba (u+115A4) copy and paste - Unicode® symbol,𑖤,,,,Nhật Quang Bồ Tát,,,,"Nam Mô Bô Tô Chu Nô Mi, <br>
Nam Mô Đa Mô Mô Hơ Đi, <br>
Nam Mô Shăng Chê Đô Dê Ni, <br>
Đi Li Bu Bi San Đô Dê Nam Mô.","Nam Mo Bo To Ju No Mi, <br>
Nam Mo Da Mo Mo Ho Di, <br>
Nam Mo Seng Chye Do Ye Ni, <br>
Di Li Bu Bi Sa Do Yen Na Mo.",,,"Xin chư Phật, chư Bồ Tát, chư vị Thánh Hiền, chư vị Giác Ngộ, chư Tổ Sư của dòng phái, ban bố cho con vô lượng vô biên: <br>
<br>
1. Ánh sáng của Trí Tuệ Bát Nhã, <br>
2. Ánh sáng của Trí Tuệ Phương Tiện <br>
3. Ánh sáng của Thiền Định, Tam Muội <br>
4. Ánh sáng của lòng Từ Bi Hỷ Xả <br>
5. và Năng lượng Lành Trị<br>
<br> 
để con có thể trở thành pháp khí và truyền lan ánh sáng vô biên này tới tâm thức của tất cả chúng sinh xung quanh con.",,,,,,,,,,https://drive.google.com/file/d/1HhKGBq4Y0qDAe5JtVZQj-ieDro4XGKmx/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1HhKGBq4Y0qDAe5JtVZQj-ieDro4XGKmx,,,,,
42.8.4,42,8,4,0,3,42.08.04.00,            42.8.4 - Tu Liên Hoa Bồ Đề Tâm,A050,L,A,10,,,,,,,,,X10,,,,X10,X10,X10,X10,X10,,,,X10,E3,08,BA,Nhật Tinh Mani,Kim Cang Trường,nghĩa là từ trường bất hoại (tức là sức mạnh của Chân Tâm).,𑖤 - siddham letter ba (u+115A4) copy and paste - Unicode® symbol,𑖤,,Sun Essence Mani ,,Tu Liên Hoa Bồ Đề Tâm,"(0.0,0.0,2.0)(0.0, 0.0, 2.0)(0.0,0.0,2.0)",Quán tưởng CTT BA 𑖤 ở bên trên đỉnh đầu.,Top Outer,"Shư Fô La Dê<br>
Om, Đu Bi Cha Đê Đu Bi, <br>
Bô La Qua Li Ning, <br>
Sô Pô Hô","Shr Fo La Ye
Om, Du Bi Jya Ye Du Bi,
Bo La Wa Li Ning
So Po He.",,,,,,,,,,,,,https://drive.google.com/file/d/1HhKGBq4Y0qDAe5JtVZQj-ieDro4XGKmx/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1HhKGBq4Y0qDAe5JtVZQj-ieDro4XGKmx,https://drive.google.com/file/d/1EAEONUW5SJ-zYRI_a4eQd-Nz9o_h2C8k/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1EAEONUW5SJ-zYRI_a4eQd-Nz9o_h2C8k,,,
42.8.4,42,8,4,0,3,42.08.04.00,            42.8.4 - Tu Liên Hoa Bồ Đề Tâm,A055,L,A,15,,,,,,,,,X15,,,,X15,X15,X15,X15,X15,,,,X15,E6,08,BA,Nhật Tinh Mani,Kim Cang Trường,nghĩa là từ trường bất hoại (tức là sức mạnh của Chân Tâm).,𑖤 - siddham letter ba (u+115A4) copy and paste - Unicode® symbol,𑖤,,Sun Essence Mani,,Tu Liên Hoa Bồ Đề Tâm,"(0.0,−2.0,0.0)(0.0, -2.0, 0.0)(0.0,−2.0,0.0)",Quán tưởng CTT BA 𑖤 ở phía trước mặt 1 sải tay,Front Outer,"Shư Fô La Dê<br>
Om, Đu Bi Cha Đê Đu Bi, <br>
Bô La Qua Li Ning, <br>
Sô Pô Hô","Shr Fo La Ye
Om, Du Bi Jya Ye Du Bi,
Bo La Wa Li Ning
So Po He.",,,,,,,,,,,,,https://drive.google.com/file/d/1HhKGBq4Y0qDAe5JtVZQj-ieDro4XGKmx/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1HhKGBq4Y0qDAe5JtVZQj-ieDro4XGKmx,https://drive.google.com/file/d/1EAEONUW5SJ-zYRI_a4eQd-Nz9o_h2C8k/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1EAEONUW5SJ-zYRI_a4eQd-Nz9o_h2C8k,,,
